id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
elpci,10,20,74,11,1,53
m6263,11,1,3,11,19,4
ibqea,2,26,85,11,14,42
bid6s,10,2,58,11,23,54
b7jsl,11,23,72,11,1,8
wstbx,2,3,26,10,22,59
bhg9y,11,5,89,11,6,33
uddcu,2,12,56,11,29,53
xyyak,2,2,9,2,27,71
mg4f2,11,20,38,4,2,63
ii5lm,11,4,57,11,30,66
ut7qr,11,27,83,2,3,11
znl9w,10,15,68,11,25,29
d85p6,10,26,12,4,28,65
zeiqf,10,27,67,11,16,63
yaqc7,11,26,25,2,19,83
dt8xj,2,0,32,2,0,74
bxcsz,10,4,7,2,19,91
sqi7h,2,6,85,11,6,48
cj0jh,10,11,97,11,15,52
pf2e7,11,26,8,4,9,76
bff8t,11,14,57,11,2,4
rzzkt,2,1,48,10,24,69
gr64c,10,12,84,11,18,56
cx9qu,11,21,90,2,13,52
b1hkw,2,19,77,10,28,50
e8x1a,11,14,38,10,5,17
od41c,11,20,13,10,27,14
bohvv,11,6,69,10,4,27
ua1gx,11,0,4,2,0,74
p3w9r,2,15,76,10,11,29
hjs0p,11,20,78,2,19,53
zdjsn,11,0,97,10,0,55
r65xn,11,25,95,10,11,3
rg18w,11,7,69,2,4,29
eaitf,2,8,59,11,4,0
sueqr,2,15,73,10,22,46
oxhvj,10,14,32,10,2,3
zp4cr,4,14,23,2,15,10
m7lpg,11,8,10,11,16,9
rfpuj,2,30,18,2,21,61
iubs5,10,1,63,11,0,60
bzu83,2,1,81,11,28,35
dc00a,10,6,54,11,22,11
woxxf,11,12,95,11,18,8
ticsb,10,0,31,2,0,50
jw42u,11,22,65,2,24,87
sy11w,4,4,16,10,23,5
a9erv,10,3,18,11,14,64
a4ekb,4,28,87,4,13,19
nkmld,2,22,67,2,22,64
qvzhv,11,14,46,4,21,64
ynyq6,11,19,3,10,16,81
t0nru,10,2,27,11,17,14
genjf,4,28,24,4,3,5
vi43u,11,27,49,4,9,73
mwwzj,10,0,42,2,0,28
vu3bs,4,2,94,10,25,49
edcwl,2,19,96,2,8,88
asqum,10,0,90,11,0,82
bseil,4,0,78,2,0,33
zta6h,10,29,10,11,0,44
c4wlt,10,10,86,2,21,90
yjn38,10,0,91,11,0,48
sqbpx,2,1,83,4,23,78
dswfs,10,0,84,11,0,64
woj8s,11,1,73,10,14,88
dmqxf,10,25,41,4,16,16
d9idp,11,0,26,2,0,73
o8nue,11,5,7,11,22,40
hriav,10,1,97,10,3,40
hsz91,2,26,75,11,3,30
f4t7b,2,15,1,2,9,40
p2i80,11,11,41,2,3,61
ahkcy,11,2,5,11,1,41
ghxcs,11,0,10,11,0,95
ohlpc,11,0,98,11,0,89
mn0mi,11,11,50,10,29,44
srk6e,2,5,77,2,13,71
fr0n8,4,21,7,2,16,46
q9rzn,10,9,97,11,25,71
t8swo,2,12,56,2,7,56
kplj8,10,6,79,11,29,6
gm7aw,2,2,13,10,20,42
o3acn,2,1,83,2,23,78
plhsu,11,0,23,10,0,3
c5o2o,2,28,33,4,8,3
o17o6,2,19,56,10,3,16
euj4w,2,10,26,11,30,89
ou5x8,4,26,46,4,24,32
ya0rd,4,19,69,10,17,5
nmycr,2,5,35,2,2,77
tyk56,11,28,19,11,3,50
ixwj6,10,0,67,11,0,59
xrcm2,2,25,13,10,23,46
vuvyk,2,23,80,2,15,57
xj5r2,2,22,6,4,13,16
twus8,4,0,36,4,0,74
qu2iq,10,21,71,10,3,28
ntb9v,10,0,54,11,0,32
ydp9u,2,5,89,2,0,85
whbo3,10,15,61,2,22,71
kj2u1,2,15,11,10,13,83
c62yg,11,30,48,10,30,75
a0sh1,10,0,37,11,0,92
g6w5s,10,0,41,2,0,81
b6max,10,25,43,2,27,71
fmbtb,4,21,84,2,4,72
cspjt,10,0,51,10,0,16
zolcy,10,19,32,4,30,12
cc74e,10,0,58,4,23,94
qmru7,2,16,36,2,14,42
ja8xr,11,11,22,11,23,53
el1bg,10,0,52,2,0,48
s42q9,10,0,74,11,0,6
zolei,4,11,8,10,16,54
uie8q,2,5,22,4,21,24
z9l6r,2,19,14,2,8,55
pish5,4,9,88,4,8,70
rl50p,11,15,48,11,21,25
dq1bu,11,23,7,10,3,52
wz06z,11,2,33,11,9,78
tp3gf,10,0,59,11,0,15
ga2li,2,29,60,2,28,38
jgyr8,2,15,11,11,25,98
pyvg5,4,22,5,4,15,83
al3az,4,9,77,11,13,77
v1cza,10,25,60,11,25,9
ht6oz,2,0,54,10,13,46
bgtqa,4,0,76,11,0,93
i4ecy,10,29,85,10,26,87
v3iym,2,13,16,10,1,52
h13ul,2,26,31,11,29,43
onsgc,11,0,29,2,0,40
vyrsz,2,13,49,2,4,80
ariau,2,8,67,10,14,40
tvvd3,10,11,35,11,18,20
h6nb6,10,2,90,11,4,51
sxqgb,11,18,53,11,10,32
eicg6,4,0,2,11,0,12
dyc22,11,22,80,2,0,27
ug9e4,11,6,56,10,17,68
vlopi,10,13,57,11,25,8
z4fwn,10,26,55,2,3,58
r8r5r,10,0,53,2,0,15
mzwn2,11,30,44,10,28,16
flfyl,11,22,70,10,3,74
hz006,10,13,32,11,29,47
q2488,10,1,88,4,1,19
ib258,4,18,70,11,10,1
mh79x,10,21,65,2,6,9
enzel,10,29,11,2,19,11
lt6qz,2,21,18,11,29,12
gu65h,2,11,24,2,21,4
cqnxd,2,30,74,11,29,50
di723,10,0,56,11,26,56
nx1rp,10,23,24,2,15,15
jpal8,10,9,56,4,12,77
c1nfi,10,27,14,10,22,45
nv4mh,10,5,96,11,11,88
eogqq,10,0,31,10,0,53
alqv5,10,14,37,11,16,50
d19uj,4,29,65,10,13,84
lchmq,11,22,47,11,23,47
yupl3,10,2,14,10,9,86
gvdsf,2,13,47,2,20,84
h2hsc,11,0,82,11,0,84
g7cws,11,21,77,11,14,58
jc6o3,10,3,30,11,16,54
sqgkf,10,28,10,10,27,42
iowtl,10,26,50,11,29,70
rmskz,10,14,23,2,27,34
xl6ig,2,14,47,2,5,32
y8cai,11,0,37,2,0,42
ogt5d,10,0,34,10,0,49
ssl1k,2,13,86,11,24,90
xkda9,2,0,20,10,0,86
up48v,11,4,1,10,26,39
ht50k,2,15,34,10,15,79
d94ay,10,0,30,2,6,80
cbiwy,10,13,24,11,20,73
whsdr,10,4,7,11,14,36
oj72o,2,4,22,10,26,32
hp753,11,0,42,2,0,31
itpw1,10,1,28,2,25,70
hdeps,2,5,39,10,30,84
ugcsh,11,2,65,11,5,12
pfm6d,2,16,59,10,27,31
wq6a5,4,29,10,10,1,6
h2aod,10,3,26,11,15,22
mn74a,10,15,14,4,10,24
d38xu,2,4,0,4,24,97
zxtib,10,0,34,11,0,41
nbn04,10,7,88,2,26,98
oila6,11,24,48,10,17,34
kfsc4,2,0,70,11,0,55
h52gq,11,25,17,10,14,42
y84f5,10,0,15,2,0,22
mr8pc,11,0,90,2,0,6
rr33x,2,0,82,2,0,81
a5zu7,11,0,57,11,8,0
hjb71,10,9,70,2,29,36
u1nsv,11,23,34,11,0,60
cxink,4,27,81,2,16,41
cqwjn,4,22,21,10,16,69
vnk3b,10,10,43,11,9,76
ivfrv,10,0,5,2,0,41
hqovb,2,0,40,11,0,52
o6mbn,2,2,61,10,22,92
fmiwf,4,24,59,11,12,72
bmaiw,2,4,20,2,5,29
aj1si,11,27,24,11,15,20
cjlt6,2,23,18,4,20,91
ei8xu,4,3,23,4,15,34
slo19,2,11,81,11,25,16
hscuk,11,27,7,10,18,29
b1sfi,10,2,60,11,5,80
a67ns,10,10,42,10,0,84
mm64l,11,2,31,4,14,58
vif16,2,0,60,2,0,42
itrn2,11,24,61,11,15,58
bblvd,10,17,53,4,26,78
fmwmj,2,0,79,10,0,39
m07hk,11,13,51,2,1,85
ehk71,2,15,70,10,7,25
z3nef,2,9,12,11,22,45
t7idx,2,26,77,10,22,45
ilemz,2,19,3,11,7,93
ym8pe,2,7,53,11,21,32
i6kmm,2,0,9,4,0,71
drvux,10,26,80,11,19,41
yj8q9,11,10,23,11,21,87
ycl3h,4,1,52,2,26,75
ixi3v,4,4,95,4,10,82
prj73,11,8,64,4,23,31
eqq1a,11,25,50,4,16,27
q220p,2,17,74,11,9,74
rq9z1,11,0,89,10,0,54
squne,2,2,92,10,4,20
o3ssw,2,25,27,4,29,85
sy403,11,19,41,2,13,43
oz7ez,11,0,30,11,0,65
verbo,10,23,41,2,13,14
enr4k,10,0,2,11,0,15
mdf2j,11,0,47,10,21,28
kny5c,11,0,83,10,0,84
n1osg,11,0,3,2,0,47
deywm,2,18,57,11,24,82
insp4,11,0,35,11,0,94
yhtxk,10,0,20,11,0,20
chvo9,10,14,79,2,4,71
qhupm,10,23,73,4,17,10
ru1kw,11,11,42,10,30,23
m48wf,2,15,74,10,13,40
a498z,11,9,22,11,0,87
aewg1,11,0,37,2,0,64
hbfzj,11,3,91,2,6,64
cdelr,10,13,93,2,8,53
czsp6,2,27,41,11,26,31
e1p9z,11,16,37,4,14,55
enoc2,10,6,54,4,16,38
vvefd,4,0,52,2,0,26
qfl19,2,11,98,2,25,97
apttx,11,9,30,4,30,3
qyduo,10,9,81,2,3,75
d37mu,11,0,25,11,0,59
kjcf4,2,29,22,2,23,84
aldiw,2,15,74,2,25,68
cpfq5,11,10,94,2,18,16
dq9nj,11,21,74,11,11,22
lv436,2,7,74,10,11,58
mb1b1,11,3,44,10,28,41
jjznc,2,1,28,10,1,58
qymfl,2,2,41,2,1,80
sghpq,4,6,37,10,5,24
slj3s,11,2,70,2,2,35
pir9a,10,5,80,11,30,97
o7ejv,11,14,46,10,15,55
mh90u,11,0,63,4,0,75
go7m9,11,29,48,4,24,79
m9yzv,4,0,42,10,0,43
a8u8h,2,1,81,2,20,55
zpfak,2,0,70,10,0,71
j7l3j,10,0,38,10,14,5
tygr1,2,1,55,4,20,0
y5nuu,2,6,58,11,4,65
mqo7p,10,24,44,4,15,70
w0ptu,11,0,54,11,0,14
mhiy9,4,2,22,4,26,79
dyv9z,10,10,57,2,5,4
a5m34,2,27,63,4,1,90
d3n04,10,25,39,11,13,31
yvig4,4,0,35,11,0,48
mg8vh,10,0,58,10,0,68
ihbv3,4,27,72,11,6,2
l0vvi,11,30,70,11,9,98
g3t49,10,2,20,2,30,24
w571l,11,13,58,11,1,63
zkyis,11,23,24,2,22,23
czkdf,4,14,11,11,1,15
sze2a,4,0,27,2,0,26
i1wjj,11,6,24,10,5,62
bsv41,11,19,15,10,13,76
xsa7p,2,2,58,2,10,85
b4jnw,10,0,47,11,15,88
f0f2u,11,0,57,10,0,62
a3vtx,4,17,4,4,16,71
msdm9,10,3,76,10,29,64
pjphq,2,25,89,10,20,76
i2zd7,11,29,25,4,9,61
bwy1y,2,20,10,11,15,12
d5z9y,2,0,91,2,0,49
y4tls,2,24,54,10,25,33
ufr01,2,29,90,10,27,92
yoque,2,0,16,11,0,84
nwr0w,11,13,81,11,8,61
ogumw,11,0,64,4,0,2
uwnwg,10,18,0,2,18,70
qnzsb,10,0,92,4,0,20
lqj67,10,18,22,2,21,18
hcnvm,10,2,84,11,2,25
m0e4j,11,10,93,11,15,47
bim7k,11,17,29,10,13,92
fjif7,11,0,5,2,0,92
txueb,2,5,25,10,6,34
wl7t3,11,25,85,2,5,54
ckdii,2,12,2,11,22,90
cvg9y,11,29,51,10,24,37
covz1,4,16,4,11,4,59
uasok,4,18,82,2,27,42
ixijx,2,16,60,10,22,26
icn1o,10,0,62,11,0,19
akhr2,2,23,2,2,13,41
zdv2h,4,30,2,10,20,86
lypaz,2,26,84,11,13,66
uzycq,2,13,60,2,4,78
sgxqw,10,0,60,11,3,39
d5diu,10,0,57,2,0,91
u7b42,11,4,15,10,22,22
oh3vb,11,0,51,4,0,46
pblt2,2,16,63,10,11,37
fdxyn,2,0,33,11,0,94
wjjqk,2,25,63,2,4,76
yuez9,11,15,97,11,11,75
kiy0t,2,26,9,11,9,78
ck9wn,11,5,93,11,7,88
wj506,10,2,27,11,24,93
x0e29,2,30,1,10,25,54
na02m,10,0,93,11,0,21
p5opc,2,26,93,2,24,5
fn2tk,2,3,87,4,11,71
b0mns,2,0,96,4,0,24
ydszh,10,9,16,2,29,96
mua3z,4,0,38,4,0,84
h0pvz,4,0,73,10,0,77
snnln,11,23,38,10,10,37
ay6ij,4,2,8,4,9,12
cbn2m,10,1,52,2,1,20
gahhh,11,0,73,11,0,60
l38qd,11,28,68,2,13,65
j8z3e,10,25,5,10,6,41
eff90,11,23,56,10,14,51
j4wmm,10,19,35,2,28,30
idixp,11,15,25,2,19,89
nt5e0,11,6,15,2,19,63
o96hk,10,29,77,11,15,45
wwqxy,11,28,17,10,6,63
uf5ev,4,30,30,2,10,23
h7bpq,11,2,11,2,28,59
xo4c2,11,5,95,2,6,43
na890,2,7,12,10,0,67
e4ffh,2,22,86,4,15,12
immfe,2,19,29,2,11,73
t3y3m,10,14,12,11,23,76
v4h1i,11,0,15,11,0,87
js7d1,10,2,83,10,25,24
eul92,10,0,82,2,0,3
e3741,11,20,80,11,27,31
cgoog,11,0,75,10,0,1
sk2vb,4,18,7,10,30,7
nykbc,10,28,49,10,24,54
ldixl,2,27,91,10,19,50
r5nbf,11,18,2,10,4,4
viwt8,11,22,93,10,11,83
ueetz,10,17,47,2,29,52
dogpx,2,14,29,10,16,80
prfc5,10,0,73,11,0,25
wmaph,11,6,13,11,12,52
uhxyy,4,23,14,11,30,67
i5q0i,10,6,7,11,14,56
kxwn9,11,29,64,2,29,33
x7xgg,4,0,38,11,0,30
ax6fz,10,0,80,4,0,93
nuvfg,4,18,25,10,14,2
dpkwr,2,3,71,10,8,51
xwv8m,10,0,57,2,0,87
bnxuf,2,25,15,4,6,56
aj3dg,10,12,28,11,21,69
iz840,2,23,18,10,1,91
fk1nl,2,0,10,4,0,85
mklw3,4,19,69,11,17,12
hx4jv,2,7,95,10,21,85
jyn2u,11,29,46,11,8,34
ojzb2,2,22,72,11,25,4
ohq12,2,14,81,10,21,69
ymxd4,10,0,64,11,7,32
mi2so,11,4,26,10,15,17
om1kv,11,4,93,11,11,43
raxei,2,12,52,11,28,2
e01de,11,6,58,4,21,52
rehjm,10,12,64,2,13,27
ws1co,11,14,5,4,27,57
ibw67,10,0,10,10,24,82
ecz23,11,23,11,2,10,66
jbenc,11,0,95,4,0,19
hmi46,11,0,90,2,0,75
pk0an,4,19,21,10,10,15
w66nx,11,27,61,10,27,87
pb2id,11,13,59,10,2,82
dt3wr,11,26,46,10,13,64
ijdbb,11,3,46,10,9,7
rmuav,10,12,54,2,11,86
i0gpl,2,22,96,2,16,17
p2o2a,10,6,76,11,15,11
s68y3,11,12,48,2,17,96
izjf4,11,10,36,2,29,28
qavag,10,0,41,11,0,62
kl2dd,2,5,7,2,27,43
dipk1,10,0,2,2,0,67
jr65k,10,0,93,4,0,68
l0vw4,11,11,30,2,8,43
ag5ua,11,0,78,4,0,65
xodlg,11,0,50,10,18,0
nxad6,4,25,17,11,9,1
aoc26,2,29,29,10,13,23
wlluc,10,0,79,4,0,53
w9nj0,11,22,39,11,22,88
aoeq8,11,27,37,10,4,0
ergh6,4,3,64,10,27,66
j1ah0,2,2,48,11,20,25
nkr51,2,0,40,2,0,26
syxih,10,0,66,2,0,26
l3bxo,10,12,78,2,6,34
paue4,2,0,61,2,0,4
aiiyk,2,11,40,2,4,77
rnms0,2,10,93,2,29,18
x2eqs,11,28,54,4,4,88
n8v3s,10,15,17,11,16,75
lstdp,2,0,6,2,0,92
h89gq,2,0,42,11,0,51
y34xt,11,0,26,10,0,12
a5w23,2,1,81,10,8,20
hj9nf,11,10,31,11,1,67
diu7g,4,0,7,2,0,98
wybs6,10,25,96,11,23,94
mx98y,11,23,7,2,3,71
xaoe1,11,19,34,10,11,81
rf9w6,10,29,46,10,2,11
o35bs,2,0,64,11,0,23
n6hne,11,13,97,10,8,80
fscdm,10,23,3,2,30,68
o2b4y,11,18,21,11,3,65
r8302,11,22,44,2,3,55
zzdxh,10,18,76,10,25,80
og869,4,6,29,11,21,6
ya8a7,2,6,54,2,29,61
yefb2,11,20,58,2,13,12
n2h2j,10,12,57,10,20,30
l5ru2,2,17,91,11,18,47
drpui,11,18,18,2,28,0
gq6xk,10,0,74,11,0,71
w7191,2,0,56,2,0,5
dadaq,2,15,39,2,30,62
kqed0,10,0,18,2,0,24
sz0vk,2,10,82,4,13,39
guy0o,2,7,91,2,0,0
zgu5y,2,3,82,10,14,0
qz4yr,2,4,24,10,3,20
ayzqj,10,8,19,10,6,56
gnqyd,11,2,73,2,30,20
tyrdn,2,7,88,10,10,96
w172j,2,15,39,2,16,84
yu9rh,10,0,79,11,0,70
wsvil,11,28,37,4,15,98
b965r,10,19,27,11,14,82
s4jlg,11,16,71,11,29,17
cy0w6,2,21,4,4,10,18
bh19s,4,0,26,2,0,82
rs7es,11,0,40,4,0,0
mshdi,10,0,12,2,0,8
q2x23,2,28,29,2,28,49
w3zce,2,0,79,10,0,97
beqdc,10,5,48,4,14,55
nx7kd,11,0,65,2,4,36
vf69m,11,29,74,2,27,15
lrvrz,11,5,34,10,20,58
nu4rz,11,17,26,11,6,78
mjsyj,10,0,55,4,0,87
xvh4y,10,1,53,10,27,76
boo10,4,0,18,11,0,81
w92nj,4,16,28,2,20,65
vzabr,10,16,72,10,30,51
v6lzd,4,29,83,10,23,68
kwpdo,2,0,68,4,0,27
n9i6l,4,12,64,10,2,97
jkbc8,11,11,44,2,22,44
gozbg,2,16,77,2,7,65
wtu0x,10,9,6,10,15,22
npt4v,2,0,18,2,0,36
s6596,10,0,20,2,0,35
csats,11,30,81,4,24,97
u7q1b,11,30,34,10,3,38
rg6d9,2,0,84,2,0,98
zuz4j,10,22,86,2,18,84
docvk,10,2,21,11,19,35
oyvmk,11,15,67,10,10,5
no0a9,11,0,32,11,0,17
nqhh9,2,16,58,11,6,43
bursp,2,11,87,10,1,5
mihec,2,9,73,10,5,23
hx0oy,2,26,54,10,5,25
qn13h,10,0,90,4,0,26
gx0vw,4,0,8,4,0,52
lgobg,10,16,85,4,7,16
qvxn6,2,18,70,4,16,45
bq2o9,11,0,70,2,0,5
u5f7x,2,0,18,2,0,2
s1mdm,4,14,18,10,1,13
bhmpx,10,5,29,10,4,51
bi2ft,10,14,77,2,20,84
w4zqm,10,0,47,11,0,98
hwr5f,10,28,18,11,10,9
w1b8q,11,0,68,10,14,92
ma9h7,2,0,34,2,0,18
i06wn,10,26,57,2,17,24
hr0q7,11,5,47,10,21,25
rtccq,10,27,37,10,17,15
cbnj4,4,0,54,2,0,87
k5u29,10,11,53,10,4,84
i8cpl,11,22,34,2,26,90
ejtbh,10,21,32,10,2,21
jh87y,10,0,83,2,0,97
npvxe,4,5,3,11,29,1
rh278,4,9,26,2,30,28
cj2yu,4,21,45,2,14,88
wfydt,11,27,63,10,2,21
wmbn5,2,22,91,11,19,33
r1i0l,2,0,86,10,0,39
yo6s0,10,0,82,2,0,52
l9trj,4,16,65,10,21,48
vv38t,10,11,11,11,9,91
sjt9g,2,19,56,2,3,35
ovp0m,2,18,14,10,24,13
erk8r,11,22,59,10,23,38
o64sl,11,9,83,2,23,22
xuir5,10,1,11,2,2,56
zy1tu,2,26,28,2,3,16
lvykd,11,10,37,4,2,20
gh086,11,0,60,11,0,14
t8rk4,4,29,76,4,27,70
bou7b,4,11,19,10,23,59
d2ave,4,0,83,11,0,79
o18t8,10,0,92,10,0,77
zybnn,11,14,12,10,28,47
i881t,11,17,13,2,29,94
lc2oh,10,0,5,2,0,3
i4dwl,4,11,59,10,13,50
l3yg7,4,0,49,11,0,58
ac2so,10,0,82,2,0,70
prn25,10,18,11,10,20,93
p4s7q,4,0,55,2,0,80
iqk3y,10,13,87,11,13,89
gufnn,10,16,92,4,17,91
tu1gy,2,0,32,10,0,15
euehm,4,13,42,11,9,78
buo0i,10,0,26,4,0,14
bphis,11,8,69,10,12,83
whmxv,2,25,37,4,1,77
jzx78,4,17,64,2,7,3
covd3,4,2,22,10,19,20
wv6ep,4,0,71,10,0,30
dsgkk,10,0,4,2,0,26
ixyxl,10,0,82,11,0,54
aee2f,2,1,24,2,18,78
r4mwf,10,25,92,10,1,78
s378a,4,1,59,10,19,54
t6iu7,11,29,62,11,21,76
gx3i7,2,4,12,10,16,88
iw5ap,4,22,77,11,2,12
y3di3,11,0,98,11,0,68
v8nfe,11,24,91,4,19,29
a31xa,11,0,41,10,0,77
rmhux,2,21,96,11,17,96
v5iuc,10,15,21,2,9,77
ogytk,10,18,49,11,11,57
qr7lc,2,11,32,2,18,13
admt6,11,15,71,11,7,40
atcg5,10,0,51,2,0,93
ae42e,2,11,43,2,8,6
etude,11,8,69,10,5,42
zg7c9,10,8,16,10,22,30
qvml8,4,19,74,11,25,63
upj7v,10,17,55,11,26,75
h0i9a,11,20,56,10,28,36
y8map,10,9,50,4,13,68
fog4s,4,13,45,10,15,88
xa7r3,10,18,5,4,10,82
adozp,10,0,90,2,0,65
aa5vu,2,0,65,2,0,45
cgp5j,10,22,20,4,29,82
ug7nr,11,18,9,4,24,18
gal76,11,20,7,2,4,78
l9y05,2,0,26,4,0,19
mckd9,11,0,36,2,2,28
uv5vw,11,20,37,2,27,45
jy95p,4,29,18,11,3,50
awsgv,11,29,56,11,4,0
kn25z,10,21,33,11,30,13
hg7lq,11,21,15,11,22,73
twu1o,10,2,72,11,8,75
tx2sz,10,21,51,10,30,16
c48s8,11,26,45,11,24,71
uqufb,4,7,30,10,27,4
bqvrx,2,17,66,11,10,77
qkczg,4,16,62,4,13,59
kl5ap,4,0,97,11,0,20
hw7ml,11,13,75,10,8,2
mh9hy,2,0,19,10,0,1
i50sv,4,29,9,2,25,91
umt10,11,28,41,10,10,73
zfhzr,10,21,91,10,21,42
vp8f6,10,9,49,2,3,14
lt7r2,11,27,0,10,26,8
ni2h7,11,15,74,11,12,52
lu16d,4,15,54,10,16,71
umuab,10,19,91,4,9,28
oxgry,2,22,18,10,3,15
m27aa,2,29,25,10,20,5
kb1cq,11,6,56,4,2,71
ja33w,11,13,94,10,25,85
o9vyp,11,9,82,11,7,50
r9mis,10,17,3,11,20,96
lgyvn,11,10,16,4,1,40
uartv,10,30,91,4,25,83
vba2h,10,4,78,4,27,77
l6gn5,11,0,16,10,0,34
xe6ag,4,6,7,10,28,18
ekzvo,2,0,56,11,0,67
yut2o,2,18,43,10,25,65
h7q4y,10,0,31,11,0,77
ooksa,4,28,27,11,17,35
hmsnd,10,24,29,10,16,26
lv8pm,4,0,36,2,0,73
iza6r,2,28,87,11,14,13
s1lhy,11,0,37,10,0,20
ckzzz,10,3,75,10,18,55
v2o94,2,4,61,10,11,1
xqbbq,11,10,80,10,8,43
ob8pp,2,0,78,2,0,56
os9vz,2,0,74,4,0,15
suody,10,0,91,2,0,93
fr8e4,11,0,91,2,0,1
tyhs3,10,0,85,4,0,70
fziyd,11,0,55,4,0,71
rfocv,4,25,78,11,16,53
hglv4,10,28,0,10,27,40
tflpe,10,18,49,11,8,90
uhrnw,2,26,84,4,6,41
f5jg6,10,9,51,11,3,65
qmc7v,4,9,36,4,29,65
m94w3,4,4,81,11,18,26
hexfb,2,0,82,4,0,50
p3car,4,12,71,4,0,95
zn8yc,10,0,10,4,0,84
af423,11,21,12,11,25,37
yj8rf,10,0,36,2,0,31
w5den,11,27,57,2,27,64
n3sf4,10,26,86,10,8,18
ps7vl,2,12,65,11,8,67
je3d4,4,4,12,4,12,70
d1ouq,10,17,32,11,27,12
ob515,11,0,39,4,0,22
vv8cw,4,13,98,2,23,67
g6rq3,2,0,68,2,0,27
smcj5,11,0,40,10,0,84
tlhpq,10,30,37,11,18,13
t8y2b,10,3,16,2,24,96
i4odk,11,10,25,2,10,72
kxc1g,4,4,5,10,7,12
k4f51,2,19,32,11,27,39
whodb,10,19,57,11,21,92
xmi10,11,22,11,2,8,93
kki5p,11,23,72,11,7,7
zxxy8,2,30,18,11,7,82
ozcoh,11,3,70,11,12,57
kih45,10,29,92,11,2,62
ahtq1,10,21,97,10,3,97
p5qpr,2,0,23,11,0,19
qr9ef,11,0,33,2,0,48
zoor9,10,0,11,10,0,33
svjjd,10,13,3,11,11,39
aakz4,4,17,34,2,18,12
oz9iw,2,0,28,2,0,59
t19kg,11,16,86,2,6,42
m9w2v,2,23,11,2,17,55
lfelw,11,8,69,10,13,6
v8ts1,2,0,37,11,0,59
py3ki,2,19,75,4,3,0
ryd17,10,0,41,11,0,17
mx0tn,10,27,59,11,0,51
hht63,10,3,7,2,30,57
nnf9a,11,17,44,11,14,32
ygt4d,2,1,28,10,21,21
pi8ch,2,20,0,2,8,23
sb0lz,10,29,56,2,11,92
dafea,2,0,47,4,0,40
zai4t,11,0,87,10,15,21
g1e67,4,14,45,10,21,1
zv2oi,11,10,36,10,7,92
l5enc,11,21,91,2,18,41
xk305,4,8,67,2,11,64
x3s8u,2,0,16,4,29,73
txpk2,10,0,72,10,0,73
x750l,10,12,2,10,4,84
p36qi,4,1,5,11,14,33
wxh94,4,23,36,10,16,46
exsgb,10,0,47,10,0,28
badpk,2,0,53,11,0,68
omgz9,4,10,79,11,23,62
vaz6p,10,11,18,11,13,61
tu3wk,11,0,23,2,2,94
nlb2n,2,2,12,2,3,7
n5msf,11,5,23,2,24,95
pcw0n,2,6,73,4,14,28
wwkyv,2,13,27,4,14,57
v4059,11,10,75,11,10,44
cn5qa,10,0,38,2,0,92
p8fet,4,24,21,11,30,78
jzqw5,2,3,57,2,8,97
uu3vt,10,29,47,10,14,2
ns8mm,2,27,38,10,29,28
z2xfz,10,11,82,10,0,92
lbslh,10,19,80,2,24,65
rwfmf,11,0,17,11,0,53
cenwy,2,28,85,2,7,82
y7lm4,4,12,52,11,20,25
dgv0q,10,0,28,10,0,56
j4lde,11,1,91,11,15,53
vttsn,2,5,60,11,4,93
zq8r0,11,0,50,10,0,95
m4eiu,11,10,97,2,20,29
m0507,2,0,54,2,0,30
b97w3,11,3,80,11,18,90
z8juw,10,10,84,10,27,84
anzz4,11,7,37,2,6,54
ai58t,4,16,27,10,30,20
mpl0s,4,0,45,2,0,54
aw7zs,10,4,54,11,8,11
eff0p,2,0,20,4,0,57
qa109,11,0,33,2,0,69
sjpw2,4,0,29,4,29,79
hhjxn,10,21,95,10,21,64
u8kby,11,18,78,10,20,58
p17j3,11,0,7,2,0,74
f8vjt,10,26,31,11,6,36
sx4r7,11,0,63,2,0,40
pl2zx,10,3,9,10,24,38
vx2dr,4,25,44,10,14,69
e8pe8,11,0,10,4,0,10
g1t8u,4,22,43,11,6,69
h4eps,4,9,32,11,25,27
itnbk,10,19,61,2,8,97
x38c7,4,13,70,10,5,55
t99jm,10,7,73,11,15,37
ogxfl,11,0,48,2,0,32
ouqoj,2,27,90,10,14,41
xivgk,2,17,71,10,29,72
lckkp,2,18,43,2,5,11
fjam6,10,8,62,4,24,3
duh7w,10,0,25,10,16,30
iycjn,2,0,49,11,0,66
qybi9,4,0,2,10,0,74
mk5g4,11,26,71,4,30,1
kohxu,11,17,34,11,25,18
me51n,4,16,72,10,30,16
z6b8p,2,29,14,2,0,53
z264e,4,0,95,11,0,79
eodiv,2,20,9,10,0,71
czicn,4,5,20,4,29,58
gvo8z,11,20,14,2,24,96
wxb7x,2,17,60,2,13,68
l9rys,11,3,51,11,6,69
w5zox,11,30,21,2,18,23
qdyqk,2,9,84,10,0,32
o44cw,2,23,76,11,5,17
hbq8s,10,0,53,11,0,47
ieib2,11,0,91,10,0,80
d6kju,10,16,49,10,11,46
n278t,4,30,14,2,0,5
hxbc8,2,11,45,2,20,57
hiukg,10,0,4,11,0,1
b3ren,2,28,95,2,26,71
upp1r,11,22,83,4,6,50
yw37i,2,6,89,10,8,86
mwxyz,2,3,71,2,2,4
nd90l,2,21,76,2,3,93
